TI83333S000001	b0001	thrL	thr operon leader peptide
TI83333S003814	b3961	oxyR	"activator, hydrogen peroxide-inducible genes"
TI83333S003815	b3962	sthA	soluble pyridine nucleotide transhydrogenase
TI83333S003816	b3963	fabR	putative regulator (TetR/AcrR family)
TI83333S003817	b3964	yijD	hypothetical protein
TI83333S003818	b3965	trmA	tRNA (uracil-5-)-methyltransferase
TI83333S003819	b3966	btuB	"outer membrane porin: vitamin B12/cobalamin transport, receptor for E colicins, bacteriophage BF23"
TI83333S003820	b3967	murI	glutamate racemase
TI83333S003821	b3972	murB	UDP-N-acetylenolpyruvoylglucosamine reductase
TI83333S003822	b3973	birA	biotin--protein ligase
TI83333S003823	b3974	coaA	pantothenate kinase
TI83333S003824	b3975	b3975	unknown CDS
TI83333S003825	b3980	tufB	elongation factor Tu
TI83333S003826	b3981	secE	translocase
TI83333S003827	b3982	nusG	transcription antitermination protein NusG
TI83333S003828	b3983	rplK	50S ribosomal protein L11
TI83333S003829	b3984	rplA	50S ribosomal protein L1
TI83333S003830	b3985	rplJ	50S ribosomal protein L10
TI83333S003831	b3986	rplL	50S ribosomal protein L7/L12
TI83333S003832	b3987	rpoB	DNA-directed RNA polymerase beta subunit
TI83333S003833	b3988	rpoC	DNA-directed RNA polymerase beta' subunit
TI83333S003834	b3989	htrC	heat shock protein htrC
TI83333S003835	b3990	thiH	thiamine biosynthesis protein ThiH
TI83333S003836	b3991	thiG	thiazole synthase
TI83333S003837	b4407		sulfur carrier protein ThiS
TI83333S003838	b3992	thiF	thiamine biosynthesis protein ThiF
TI83333S003839	b3993	thiE	thiamine-phosphate pyrophosphorylase
TI83333S003840	b3994	thiC	thiamine biosynthesis protein ThiC
TI83333S003841	b3995	rsd	regulator of sigma D
TI83333S003842	b3996	nudC	NADH pyrophosphatase
TI83333S003843	b3997	hemE	uroporphyrinogen decarboxylase
TI83333S003844	b3998	nfi	endonuclease V (deoxyinosine 3'endoduclease)
TI83333S003845	b3999	yjaG	hypothetical protein
TI83333S003846	b4000	hupA	DNA-binding protein HU-alpha (HU-2)
TI83333S003847	b4001	yjaH	hypothetical protein
TI83333S003848	b4002	zraP	Zn-binding periplasmic protein
TI83333S003849	b4003	zraS	sensor kinase of Zn/Pb responsive two-component regulatory system
TI83333S003850	b4004	zraR	"response regulator in two-component reguatory system with ZraS, regulates zraP expression (EBP family)"
TI83333S003851	b4005	purD	phosphoribosylamine--glycine ligase
TI83333S003852	b4006	purH	bifunctionalphosphoribosylaminoimidazolecarboxa mide formyltransferase/IMP cyclohydrolase
TI83333S003853	b4011	yjaA	hypothetical protein
TI83333S003854	b4012	yjaB	putative acyltransferase
TI83333S003855	b4013	metA	homoserine O-succinyltransferase
TI83333S003856	b4014	aceB	malate synthase
TI83333S003857	b4015	aceA	isocitrate lyase
TI83333S003858	b4016	aceK	bifunctional isocitrate dehydrogenase kinase/phosphatase protein
TI83333S003859	b4017	arpA	regulator of acetyl CoA synthetase; ankyrin-like regulatory protein
TI83333S003860	b4018	iclR	repressor of aceBA operon
TI83333S003861	b4019	metH	B12-dependent methionine synthase
TI83333S003862	b4020	yjbB	putative alpha helix protein
TI83333S003863	b4021	pepE	peptidase E
TI83333S003864	b4022	rluF	pseudouridine synthase (makes pseudouridine2604 in 23 S RNA)
TI83333S003865	b4023	pagB	hypothetical protein
TI83333S003866	b4024	lysC	aspartate kinase III
TI83333S003867	b4025	pgi	glucose-6-phosphate isomerase
TI83333S003868	b4026	yjbE	hypothetical protein
TI83333S003869	b4027	yjbF	putative membrane associated protein
TI83333S003870	b4028	yjbG	hypothetical protein
TI83333S003871	b4029	yjbH	hypothetical protein
TI83333S003872	b4030	psiE	phosphate-starvation-inducible protein PsiE
TI83333S003873	b4031	xylE	xylose-proton symport
TI83333S003874	b4032	malG	"maltose transport protein (ABC superfamily, membrane)"
TI83333S003875	b4033	malF	"maltose transport protein (ABC superfamily, membrane)"
TI83333S003876	b4034	malE	periplasmic maltose-binding protein
TI83333S003877	b4035	malK	ATP-binding component of transport system for maltose
TI83333S003878	b4036	lamB	maltoporin precursor
TI83333S003879	b4037	malM	periplasmic protein of mal regulon
TI83333S003880	b4038	yjbI	hypothetical protein
TI83333S003881	b4039	ubiC	chorismate lyase
TI83333S003882	b4040	ubiA	4-hydroxybenzoate octaprenyltransferase
TI83333S003883	b4041	plsB	glycerol-3-phosphate acyltransferase
TI83333S003884	b4042	dgkA	diacylglycerol kinase
TI83333S003885	b4043	lexA	LexA repressor
TI83333S003886	b4044	dinF	DNA-damage-inducible protein F
TI83333S003887	b4045	yjbJ	unknown CDS
TI83333S003888	b4046	zur	transcriptional repressor of Zn transport system
TI83333S003889	b4047	yjbL	unknown CDS
TI83333S003890	b4048	yjbM	hypothetical protein
TI83333S003891	b4049	dusA	"conserved protein, FMN-linked"
TI83333S003892	b4050	pspG	hypothetical protein
TI83333S003893	b4051	qor	quinone oxidoreductase
TI83333S003894	b4052	dnaB	replicative DNA helicase
TI83333S003895	b4053	alr	alanine racemase
TI83333S003896	b4054	tyrB	aspartate aminotransferase
TI83333S003897	b4055	aphA	diadenosine tetraphosphatase
TI83333S003898	b4056	yjbQ	hypothetical protein
TI83333S003899	b4057	yjbR	hypothetical protein
TI83333S003900	b4058	uvrA	excinuclease ABC subunit A
TI83333S003901	b4059	ssb	single-strand DNA-binding protein
TI83333S003902	b4060	yjcB	hypothetical protein
TI83333S003903	b4061	yjcC	hypothetical protein
TI83333S003904	b4062	soxS	regulation of superoxide response regulon
TI83333S003905	b4063	soxR	redox-sensing activator of soxS
TI83333S003906	b4064	yjcD	hypothetical protein
TI83333S003907	b4065	yjcE	putative sodium:hydrogen antiporter (CPA1 family)
TI83333S003908	b4066	yjcF	hypothetical protein
TI83333S003909	b4067	yjcG/actP	acetate permease
TI83333S003910	b4068	yjcH	hypothetical protein
TI83333S003911	b4069	acs	acetyl-coenzyme A synthetase
TI83333S003912	b4070	nrfA	nitrite reductase periplasmic cytochrome c(552)
TI83333S003913	b4071	nrfB	formate-dependent nitrite reductase; a penta-haeme cytochrome c
TI83333S003914	b4072	nrfC	formate-dependent nitrite reductase; Fe-S centers
TI83333S003915	b4073	nrfD	formate-dependent nitrate reductase complex; transmembrane protein
TI83333S003916	b4074	nrfE	formate-dependent nitrite reductase; involved in attachment of haem c to cytochrome c552
TI83333S003917	b4075	nrfF	part of formate-dependent nitrite reductase complex
TI83333S003918	b4076	nrfG	part of formate-dependent nitrite reductase complex
TI83333S003919	b4077	gltP	glutamate-aspartate symport protein
TI83333S003920	b4078	yjcO	hypothetical protein
TI83333S003921	b4079	fdhF	"formate dehydrogenase H, selenopolypeptide subunit"
TI83333S003922	b4080	mdtP	putative enzyme
TI83333S003923	b4081	mdtO	putative enzyme
TI83333S003924	b4082	mdtN	"putative multidrug resistance efflux pump protein, membrane protein"
TI83333S003925	b4083	yjcS	putative enzyme
TI83333S003926	b4084	alsK	D-allose kinase
TI83333S003927	b4085	alsE	D-allulose-6-phosphate 3-epimerase
TI83333S003928	b4086	alsC	D-allose transport system permease
TI83333S003929	b4087	alsA	D-allose transport ATP-binding protein
TI83333S003930	b4088	alsB	D-allose-binding periplasmic protein
TI83333S003931	b4089	alsR	transcriptional repressor of ribose catabolism (RpiR/YebK family)
TI83333S003932	b4090	alsI	ribose-5-phosphate isomerase B
TI83333S003933	b4487		hypothetical protein
TI83333S003934	b4092	phnP	phosphonate metabolism
TI83333S003935	b4093	phnO	"conserved protein in phn operon, acyltransferase domain"
TI83333S003936	b4094	phnN	ATP-binding component of phosphonate transport
TI83333S003937	b4095	phnM	phosphonate metabolism
TI83333S003938	b4096	phnL	ATP-binding component of phosphonate transport
TI83333S003939	b4097	phnK	ATP-binding component of phosphonate transport
TI83333S003940	b4098	phnJ	conserved protein in phn operon
TI83333S003941	b4099	phnI	phosphonate metabolism
TI83333S003942	b4100	phnH	phosphonate metabolism
TI83333S003943	b4101	phnG	phosphonate metabolism
TI83333S003944	b4102	phnF	putative transcriptional regulator
TI83333S003945	b4103	b4103	putative C-terminal of split phnE gene (b4103)
TI83333S003946	b4104	phnE	membrane channel protein component of Pn transporter
TI83333S003947	b4105	phnD	periplasmic binding protein component of Pn transporter
TI83333S003948	b4106	phnC	ATP-binding component of phosphonate transport
TI83333S003949	b4107	yjdN	hypothetical protein
TI83333S003950	b4108	yjdM	putative alkylphosphonate uptake protein in phosphonate metabolism
TI83333S003951	b4109	yjdA	putative vimentin
TI83333S003952	b4110	yjcZ	unknown CDS
TI83333S003953	b4111	proP	low-affinity transport system; proline permease II
TI83333S003954	b4112	basS	sensor protein for basR
TI83333S003955	b4113	basR	response regulator in two-component regulatory system with BasS (OmpR family)
TI83333S003956	b4114	yjdB	putative transmembrane protein
TI83333S003957	b4115	aniC	"putative amino acid/amine transport protein, cryptic"
TI83333S003958	b4116	adiY	putative ARAC-type regulatory protein
TI83333S003959	b4117	adiA	"arginine decarboxylase; inducible by acid, catabolic"
TI83333S003960	b4118	melR	regulator of melibiose operon
TI83333S003961	b4119	melA	alpha-galactosidase
TI83333S003962	b4120	melB	melibiose permease II
TI83333S003963	b4121	yjdF	hypothetical protein
TI83333S003964	b4122	fumB	"fumarase B (fumarate hydratase class I), anaerobic isozyme"
TI83333S003965	b4123	dcuB	anaerobic C4-dicarboxylate transporter
TI83333S003966	b4124	dcuR	"response regulator in two-component regulatory system with DcuS, regulates anaerobic fumarate respiration"
TI83333S003967	b4125	dcuS	sensor of fumarate two-component regulatory system
TI83333S003968	b4126	yjdI	hypothetical protein
TI83333S003969	b4127	yjdJ	putative acyltransferase domain
TI83333S003970	b4128	yjdK	unknown CDS
TI83333S003971	b4129	lysU	lysyl-tRNA synthetase
TI83333S003972	b4130	yjdL	putative di-/tripeptide transport protein (POT family)
TI83333S003973	b4131	cadA	lysine decarboxylase 1
TI83333S003974	b4132	cadB	lysine/cadaverine transport protein (APC family)
TI83333S003975	b4133	cadC	transcriptional activator of cad operon
TI83333S003976	b4135	yjdC	putative regulator (TetR/AcrR family)
TI83333S003977	b4136	dsbD	thiol:disulfide interchange protein precursor
TI83333S003978	b4137	cutA	divalent cation tolerance protein; cytochrome c biogenesis
TI83333S003979	b4138	dcuA	anaerobic C4-dicarboxylate transporter
TI83333S003980	b4139	aspA	aspartate ammonia-lyase (aspartase)
TI83333S003981	b4140	fxsA	suppress F exclusion of bacteriophage T7
TI83333S003982	b4141	yjeH	putative transport
TI83333S003983	b4142	groE	co-chaperonin GroES
TI83333S003984	b4143	groL	chaperonin GroEL
TI83333S003985	b4144	yjeI	hypothetical protein
TI83333S003986	b4145	yjeJ	hypothetical protein
TI83333S003987	b4146	yjeK	putative aminomutase
TI83333S003988	b4147	efp	elongation factor P
TI83333S003989	b4410		entericidin A
TI83333S003990	b4411		entericidin B
TI83333S003991	b4148	sugE	quarternary ammonium compound transport protein (SMR family)
TI83333S003992	b4149	blc	outer membrane lipoprotein (lipocalin)
TI83333S003993	b4150	ampC	"beta-lactamase/D-ala carboxypeptidase; penicillin resistance, penicillin-binding protein (PBP)"
TI83333S003994	b4151	frdD	fumarate reductase subunit D
TI83333S003995	b4152	frdC	fumarate reductase subunit C
TI83333S003996	b4153	frdB	succinate dehydrogenase
TI83333S003997	b4154	frdA	fumarate reductase
TI83333S003998	b4155	poxA	lysyl-tRNA synthetase
TI83333S003999	b4156	yjeM	putative amino-acid transport protein (APC family)
TI83333S004000	b4157	yjeN	hypothetical protein
TI83333S004001	b4158	yjeO	hypothetical protein
TI83333S004002	b4159	yjeP	putative periplasmic binding protein
TI83333S004003	b4160	psd	phosphatidylserine decarboxylase
TI83333S004004	b4161	yjeQ	ribosome-associated GTPase
TI83333S004005	b4162	orn	oligoribonuclease
TI83333S004006	b4166	yjeS	"conserved protein, ferredoxin like"
TI83333S004007	b4167	yjeF	putative kinase
TI83333S004008	b4168	yjeE	putative enzyme
TI83333S004009	b4169	amiB	"N-acetylmuramoyl-l-alanine amidase II, a murein hydrolase"
TI83333S004010	b4170	mutL	DNA mismatch repair protein
TI83333S004011	b4171	miaA	tRNA delta(2)-isopentenylpyrophosphate transferase
TI83333S004012	b4172	hfq	RNA-binding protein Hfq
TI83333S004013	b4173	hflX	GTP - binding subunit of protease specific for phage lambda cII repressor
TI83333S004014	b4174	hflK	protease specific for phage lambda cII repressor
TI83333S004015	b4175	hflC	protease specific for phage lambda cII repressor
TI83333S004016	b4176	yjeT	unknown CDS
TI83333S004017	b4177	purA	adenylosuccinate synthetase
TI83333S004018	b4178	yjeB	"conserved protein, Winged helix domain"
TI83333S004019	b4179	rnr	RNase R
TI83333S004020	b4180	rlmB	Gm2251 methyltransferase of 23S rRNA
TI83333S004021	b4181	yjfI	hypothetical protein
TI83333S004022	b4182	yjfJ	putative alpha helical protein
TI83333S004023	b4183	yjfK	hypothetical protein
TI83333S004024	b4184	yjfL	putative transmembrane protein
TI83333S004025	b4185	yjfM	hypothetical protein
TI83333S004026	b4186	yjfC	putative synthetase
TI83333S004027	b4187	aidB	putative acyl coenzyme A dehydrogenase
TI83333S004028	b4188	yjfN	hypothetical protein
TI83333S004029	b4189	yjfO	hypothetical protein
TI83333S004030	b4190	yjfP	putative hydrolase
TI83333S004031	b4191	ulaR	putative DEOR-type transcriptional regulator
TI83333S004032	b4192	ulaG	putative enzyme with metallo-hydrolase domain
TI83333S004033	b4193	ulaA	ascorbate-specific PTS system enzyme IIC
TI83333S004034	b4194	ulaB	"putative PTS family enzyme II component, possibly ascorbate-specific"
TI83333S004035	b4195	ulaC	"putative PTS family enzyme IIA component, possibly ascorbate-specific"
TI83333S004036	b4196	ulaD	3-keto-L-gulonate 6-phosphate decarboxylase
TI83333S004037	b4197	ulaE	L-xylulose 5-phosphate 3-epimerase
TI83333S004038	b4198	ulaF	L-ribulose-5-phosphate 4-epimerase
TI83333S004039	b4199	yjfY	hypothetical protein
TI83333S004040	b4200	rpsF	30S ribosomal protein S6
TI83333S004041	b4201	priB	primosomal replication protein N
TI83333S004042	b4202	rpsR	30S ribosomal protein S18
TI83333S004043	b4203	rplI	50S ribosomal protein L9
TI83333S004044	b4204	yjfZ	unknown CDS
TI83333S004045	b4205	ytfA	unknown CDS
TI83333S004046	b4206	ytfB	hypothetical protein
TI83333S004047	b4207	fklB	FKBP-type 22KD peptidyl-prolyl cis-trans isomerase (rotamase)
TI83333S004048	b4208	cycA	D-alanine/D-serine/glycine transport protein (APC family)
TI83333S004049	b4209	ytfE	hypothetical protein
TI83333S004050	b4210	ytfF	putative cationic amino acid transport protein
TI83333S004051	b4211	ytfG	putative oxidoreductase
TI83333S004052	b4212	ytfH	putative transcriptional regulator
TI83333S004053	b4213	cpdB	"2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase bifunctional periplasmic precursor protein"
TI83333S004054	b4214	cysQ	affects pool of 3'-phosphoadenosine-5'-phosphosulfate in pathway of sulfite synthesis
TI83333S004055	b4215	ytfI	hypothetical protein
TI83333S004056	b4216	ecfJ	hypothetical protein
TI83333S004057	b4217	ytfK	unknown CDS
TI83333S004058	b4218	ytfL	putative hemolysin-related membrane protein
TI83333S004059	b4219	msrA	methionine sulfoxide reductase A
TI83333S004060	b4220	ytfM	putative outer membrane protein
TI83333S004061	b4221	ytfN	hypothetical protein
TI83333S004062	b4222	ytfP	hypothetical protein
TI83333S004063	b4223	ileR	unknown CDS
TI83333S004064	b4224	chpS	"part of proteic killer gene system, suppressor of inhibitory function of ChpB"
TI83333S004065	b4225	chpB	"part of proteic killer gene system, putative growth inhibitor B"
TI83333S004066	b4226	ppa	inorganic pyrophosphatase
TI83333S004067	b4227	ytfQ	"putative D-ribose transport protein (ABC superfamily, peri_bind)"
TI83333S004068	b4485		"putative sugar transport protein (ABC superfamily, atp_bind)"
TI83333S004069	b4230	ytfT	"putative sugar transport protein (ABC superfamily, membrane)"
TI83333S004070	b4231	yjfF	"putative sugar transport protein (ABC superfamily, membrane)"
TI83333S004071	b4232	fbp	"fructose-1,6-bisphosphatase"
TI83333S004072	b4233	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase
TI83333S004073	b4234	yjgA	hypothetical protein
TI83333S004074	b4235	pmbA	"maturation of antibiotic MccB17, see tld genes"
TI83333S004075	b4236	cybC	cytochrome b(562)
TI83333S004076	b4237	nrdG	anaerobic ribonucleotide reductase activating protein
TI83333S004077	b4238	nrdD	anaerobic ribonucleoside triphosphate reductase
TI83333S004078	b4239	treC	trehalase 6-P hydrolase
TI83333S004079	b4240	treB	"PTS family enzyme IIBC, trehalose(maltose)-specific"
TI83333S004080	b4241	treR	trehalose repressor
TI83333S004081	b4242	mgtA	"Mg2+ transport ATPase, P-type 1"
TI83333S004082	b4243	yjgF	hypothetical protein
TI83333S004083	b4244	pyrI	aspartate carbamoyltransferase regulatory subunit
TI83333S004084	b4245	pyrB	aspartate carbamoyltransferase catalytic subunit
TI83333S004085	b4246	pyrL	pyrBI operon leader peptide
TI83333S004086	b4247	yjgG	unknown CDS
TI83333S004087	b4248	yjgH	putative translation factor
TI83333S004088	b4249	yjgI	oxidoreductase
TI83333S004089	b4250	b4250	unknown CDS
TI83333S004090	b4251	yjgJ	unknown CDS
TI83333S004091	b4252	yjgK	hypothetical protein
TI83333S004092	b4253	yjgL	hypothetical protein
TI83333S004093	b4254	argI	ornithine carbamoyltransferase
TI83333S004094	b4255	yjgD	hypothetical protein
TI83333S004095	b4256	yjgM	putative acyltransferase
TI83333S004096	b4257	yjgN	"putative membrane protein, transport"
TI83333S004097	b4258	valS	valyl-tRNA synthetase
TI83333S004098	b4259	holC	DNA polymerase III subunit chi
TI83333S004099	b4260	pepA	leucyl aminopeptidase
TI83333S004100	b4261	yjgP	"putative transmembrane protein, transport"
TI83333S004101	b4262	yjgQ	"putative transmembrane protein, transport"
TI83333S004102	b4263	yjgR	putative enzyme contains P-loop containing nucleotide triphosphate hydrolase domain
TI83333S004103	b4264	idnR	L-idonate transcriptional regulator
TI83333S004104	b4265	idnT	L-idonate transport protein (GntP family)
TI83333S004105	b4266	idnO	gluconate 5-dehydrogenase
TI83333S004106	b4267	idnD	"L-idonate 5-dehydrogenase, NAD-binding"
TI83333S004107	b4268	idnK	"D-gluconate kinase, thermosensitive"
TI83333S004108	b4269	yjgB	putative alcohol dehydrogenase
TI83333S004109	b4271	intB	KpLE2 phage-like element; P4-like integrase
